id,title,author,eventDate,eventName,audio,video,youtubeUrl,description
1308,被改變的生命 大祭司亞倫,許健文長老,2022-01-02T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2022/20220102.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2022/20220102.mp4,https://www.youtube.com/embed/TnzhDyXfgkI,"""经文 : 民 數 記 20:23 - 29"""
1307,聖誕禮物,許健文長老,2021-12-26T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211226.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211226.mp4,https://www.youtube.com/embed/uCnp94cSI0Y,經文：太2:1-12
1306,2021庆祝圣诞节,CCCG,2021-12-26T01:45:00.000Z,,,,https://www.youtube.com/embed/pZf_hNeRg-k,2021圣诞庆祝晚会
1305,“没有异象，民就灭亡”  ： 恩赐原有分别，圣灵却是一位,吳偉長老,2021-12-19T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211219.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211219.mp4,https://www.youtube.com/embed/AC_MlMdlbgU,"""经文 : 箴言 29:18 &amp; 哥林多前书 12:4-11"""
1304,主日信息“心與心的對話” 及吳偉長老按立典禮,劉傳章牧師,2021-12-12T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211212.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211212.mp4,https://www.youtube.com/embed/I48CUCaMy0M,"""經文：马太福音 6: 1-8, 16-18"""
1301,立永約的神,許健文長老,2021-12-05T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211205.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211205.mp4,https://www.youtube.com/embed/snCy4Xoeeas,经文:創世記9:8-17
1300,“你们因他的贫穷，可以成为富足”,吳偉弟兄,2021-11-28T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211128.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211128.mp4,https://www.youtube.com/embed/GS1nld5xcKo,"""经文 : 哥林多后书 8：8-15"""
1299,向井歌唱,,2021-11-21T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211121.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211121.mp4,https://www.youtube.com/embed/FI1arkVzeZ4,"""经文 : 民數記 21：10-20"""
1298,“神赐给马其顿众教会的恩”,吳偉弟兄,2021-11-14T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211114.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211114.mp4,https://www.youtube.com/embed/5iEd_CTwtQk,"""经文 : 哥林多后书 8：1-7"""
1297,傳和平福音的耶穌被掛在木頭上,許健文長老,2021-11-07T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211107.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211107.mp4,https://www.youtube.com/embed/f_mHNKJO8-4,經文：使10:36~42
1296,“你们要先求他的国和他的义”,吳偉弟兄,2021-10-31T14:15:00.000Z,,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211031.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211031.mp4,https://www.youtube.com/embed/UjCP5qQaUfc,经文:马太福音 6：24-34
1295,神的所是與神的不是,許健文長老,2021-10-24T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211024.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211024.mp4,https://www.youtube.com/embed/OZHsg36ZQF4,經文：马太福音 4:1~11
1293,“你的眼睛若亮了， 全身就光明”,吳偉弟兄,2021-10-17T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211017.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211017.mp4,https://www.youtube.com/embed/sN3C1IVgUvo,經文：马太福音 6：22-23
1294,从圣经看亚居拉百基拉,張勇弟兄,2021-10-10T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211010.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211010.mp4,https://www.youtube.com/embed/O9KNdJWU-fM,經文：徒18：1-5
1292,拉撒路從死裡復活,許健文長老,2021-10-03T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20211003.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20211003.mp4,https://www.youtube.com/embed/QJoqcWg3S4A,經文：約11:33-45
1291,不要爲自己積儹財寶在地上,吳偉弟兄,2021-09-26T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210926.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210926.mp4,https://www.youtube.com/embed/RWRRNILHzWI,"""經文：马太福音 6: 19-21"""
1290,醫治生來瞎眼的,許健文長老,2021-09-19T11:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210919.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210919.mp4,https://www.youtube.com/embed/KpIP_g9oNis,經文：約翰福音 9:1-12
1289,你们不可停止聚会,吳偉弟兄,2021-09-12T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210912.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210912.mp4,https://www.youtube.com/embed/26PeudweIrk,"""經文：马太福音 6: 1-8, 16-18"""
1288,在水上行走,許健文長老,2021-09-05T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210905.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210905.mp4,https://www.youtube.com/embed/wojLrSKzbPI,"""經文：马太福音 6: 1-8, 16-18"""
1287,五饼二鱼,許健文長老,2021-08-29T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210829.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210829.mp4,https://www.youtube.com/embed/4O_-pzbJxOw,"""經文：約翰福音 6: 1-15"""
1286,“不可像那假冒为善的人”,吳偉弟兄,2021-08-22T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210822.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210822.mp4,https://www.youtube.com/embed/LO4UovKSLA0,"""經文：马太福音 6: 1-8, 16-18"""
1285,“你们也当这样跑”,吳偉弟兄,2021-08-15T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210815.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210815.mp4,https://www.youtube.com/embed/NFBqOr6k0Sg,經文：哥林多前书 9：24-2
1284,醫治池邊的病人,許健文長老,2021-08-08T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210808.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210808.mp4,https://www.youtube.com/embed/qecrVhjxFss,"""經文：約翰福音 5: 1-18"""
1283,什么是信,張勇弟兄,2021-08-01T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210801.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210801.mp4,https://www.youtube.com/embed/Ivjx2PqpCY0,经文：来11：1-3
1282,要爱你们的仇敌,吳偉弟兄,2021-07-25T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210725.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210725.mp4,https://www.youtube.com/embed/U8yxFzw2avU,經文：马太福音 5：43-48
1281,醫治大臣的兒子,,2021-07-18T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210718.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210718.mp4,https://www.youtube.com/embed/gr6FOJJ_RgE,經文：約4:43-54
1280,不要与恶人作对,吳偉弟兄,2021-07-11T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210711.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210711.mp4,https://www.youtube.com/embed/Z3KY4uw4qrE,經文：马太福音 5:38-42
1279,約翰福音耶穌行的七個神蹟 水變酒,許健文長老,2021-07-04T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210704.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210704.mp4,https://www.youtube.com/embed/qMUVzmJ7oCo,經文：約2:1-12
1278,不可起誓,吳偉弟兄,2021-06-27T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210627.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210627.mp4,https://www.youtube.com/embed/uuWSmnLyf4w,經文：馬太福音 5 :33-37
1277,一個被神朔造的父親,許健文長老,2021-06-20T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210620.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210620.mp4,https://www.youtube.com/embed/kwzQB9dI9ZQ,創 47:28-31
1276,胜过试探,張勇弟兄,2021-06-13T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210613.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210613.mp4,https://www.youtube.com/embed/qCLobgEyivU,经文：太4：1-11
1275,“不可奸淫”,吳偉弟兄,2021-06-06T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210606.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/200210606.mp4,https://www.youtube.com/embed/Kag7PexoENw,經文：马太福音 5：27 - 32
1274,我是真葡萄樹,,2021-05-30T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210530.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210530.mp4,https://www.youtube.com/embed/3yaoncY4m1M,經文：約15：1-8
1273,“直到地极，作我的见证。”,吳偉弟兄,2021-05-23T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210523.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210523.mp4,https://www.youtube.com/embed/Vb8U9DYbU50,"""經文：使徒行传 1: 1-11"""
1272,我是道路、真理、生命,許健文長老,2021-05-16T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210516.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210516.mp4,https://www.youtube.com/embed/D-ig6gd3ACg,經文：約14：1-7
1271,基督死里复活的功效,張勇弟兄,2021-05-09T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210509.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210509.mp4,https://www.youtube.com/embed/eh2h4_lkv4s,经文：林前15：3-10
1270,不轻易动怒,吳偉弟兄,2021-05-02T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210502.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210502.mp4,https://www.youtube.com/embed/e7PFq8wAZoU,"""經文：馬太福音 5: 21-26"""
1269,我是復活，我是生命,許健文長老,2021-04-25T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210425.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210425.mp4,https://www.youtube.com/embed/E7xV4Prb8Gk,經文：約11：17-27
1268,不可杀人,吳偉弟兄,2021-04-18T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210418.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210418.mp4,https://www.youtube.com/embed/MbJvXtrVUMs,經文：馬太福音 5 : 21-26
1267,我是好牧人,許健文長老,2021-04-11T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210411.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210411.mp4,https://www.youtube.com/embed/mObWk8EgLzI,經文：馬太福音 5 : 17
1266,我当日所领受又传给你们的,吳偉弟兄,2021-04-04T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210404.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210404.mp4,https://www.youtube.com/embed/tZKhXxyFQ6I,經文：哥林多前书 15:1-8
1265,受难日敬拜信息,許健文長老,2021-04-03T00:00:00.000Z,受難日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210402.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210402.mp4,https://www.youtube.com/embed/xxx,經文：馬太福音 5 : 17
1264,我是羊的門,許健文長老,2021-03-28T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210328.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210328.mp4,https://www.youtube.com/embed/tYS4kQMCJBg,經文：馬太福音 5 : 17
1263,不是要废掉，乃是要成全,,2021-03-21T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210321.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210321.mp4,https://www.youtube.com/embed/Gxl9gmmlZxM,經文：馬太福音 5 : 17
1262,我是世界的光,許健文長老,2021-03-14T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210314.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210314.mp4,https://www.youtube.com/embed/CGa1V21XnEQ,經文：約翰福音 8:1-12
1261,鹽與光的生命,吳偉弟兄,2021-03-07T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210307.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210307.mp4,https://www.youtube.com/embed/h3P0xzEyCVs,經文：經文：马太福音 5:13
1260,"""万王之王，万主之主  """,張勇弟兄,2021-02-28T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210228.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210228.mp4,https://www.youtube.com/embed/FRqw4x-Pr9c,"""經文：啟示錄 19: 11-21"""
1259,我是生命的粮,許健文長老,2021-02-21T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210221.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210221.mp4,https://www.youtube.com/embed/g9FlXjNxKkg,约6:24~40
1258,为义受逼迫的人有福了,,2021-02-14T21:00:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210214.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210214.mp4,https://www.youtube.com/embed/S4TsFEPTY3E,"""經文：马太福音 5: 3-12"""
1256,耶和華尼西,,2021-02-07T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210207.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210207.mp4,https://www.youtube.com/embed/RZTep-Ye9mI,經文：出17:8-16
1255,使人和睦的人有福了,吳偉弟兄,2021-01-31T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210131.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210131.mp4,https://www.youtube.com/embed/N4Tg-73dam0,經文：太福音 5：3-10
1254,耶和華─我們的義,許健文長老,2021-01-24T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210124.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210124.mp4,https://www.youtube.com/embed/i9u9-GM5Nco,經文：太福音 5：3-10
1253,得胜的,張勇弟兄,2021-01-17T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210117.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210117.mp4,https://www.youtube.com/embed/FOnJKPAIgfc,經文：启示录 2：8-11
1252,清心的人有福了,吳偉弟兄,2021-01-10T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210110.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210110.mp4,https://www.youtube.com/embed/rYiBn62bgFo,經文：太福音 5：3-10
1251,耶和華拉法,許健文長老,2021-01-03T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2021/20210106.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2021/20210103.mp4,https://www.youtube.com/embed/kRLUXp8aN1s,經文：出15:22~27
1250,怜恤人的人有福了,吳偉弟兄,2020-12-27T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201227.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201227.mp4,https://www.youtube.com/embed/zW_g1Z3OxD8,經文：太福音 5：3-10
1249,耶和華是我的牧者,許健文長老,2020-12-20T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201220.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201220.mp4,https://www.youtube.com/embed/lOMjH6tSEs4,經文：詩23篇
1248,饥渴慕义的人有福了,吳偉弟兄,2020-12-13T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201213.m4a,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201213.mp4,https://www.youtube.com/embed/CJGnHmEiYRA,經文：太福音 5：3-10
1247,耶和華以勒 神必預備,許健文長老,2020-12-06T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201206.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201206.mp4,https://www.youtube.com/embed/xi_8cJXLjZ0,經文：創22:1-14
1245,“温柔的人有福了”,吳偉弟兄,2020-11-29T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201129.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201129.mp4,https://www.youtube.com/embed/0qZEOoYTaTA,马太福音 5：5
1246,耶和华沙玛 神與我們同在,,2020-11-22T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201122.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201122.mp4,https://www.youtube.com/embed/yz0x-dj6Np4,"""經文：以西結書 48 : 30 - 35"""
1244,“哀恸的人有福了”,吳偉弟兄,2020-11-15T16:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201115.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201115.mp4,https://www.youtube.com/embed/065rQBeL1bk,马太福音 5：4
1243,耶和華沙龍,許健文長老,2020-11-09T04:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201108.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201108.mp4,https://www.youtube.com/embed/xFkS-tM9P6w,士6:20-24
1242,虚心的人有福了,吴伟 弟兄,2020-11-01T16:00:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201101.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201101.mp4,https://www.youtube.com/embed/ouh38ZGJl-I,马太福音 5：3
1241,大馬色的異象,許健文長老,2020-10-25T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201025.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201025.mp4,https://www.youtube.com/embed/LVaXNvC0xZw,徒22：3-10
1240,分享生命的粮,蘇百達牧師,2020-10-21T15:00:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201018.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201018.mp4,https://www.youtube.com/embed/t-1qXWL_cF8,可：6:31-42
1239,理所当然全心的事奉,許健文長老,2020-10-04T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20201004.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20201004.mp4,https://www.youtube.com/embed/y6j5WRczYYo,詩篇 8:3-9
1238,""" 一個白活了十五年的人""",張德健长老,2020-09-27T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20200927.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20200927.mp4,https://www.youtube.com/embed/YYxJoM2Ab5Q,詩篇 8:3-9
1237,誰是我的鄰舍呢？,許健文長老,2020-09-20T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20200920.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20200920.mp4,https://www.youtube.com/embed/90X2p-_8P2A,路10：25－37
1236,"""你們議論我 """,吳偉弟兄,2020-09-06T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20200906.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20200906.mp4,https://www.youtube.com/embed/fbDnVOTOqGs,"""約伯記 42: 7-9"""
1235,水變酒,許健文長老,2020-08-30T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20200830.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20200830.mp4,https://www.youtube.com/embed/4JqSNAJOjVA,翰福音 2：1 - 12
1234,“你豈可廢棄我所擬定的？”,吳偉弟兄,2020-08-23T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20200823.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20200823.mp4,https://www.youtube.com/embed/CkOp9VMbNis,約伯記 40：6 - 9
1233,你們要什麼？,許健文長老,2020-08-16T14:15:00.000Z,主日崇拜,https://s3.amazonaws.com/cccg-media/audio/sermon/2020/20200816.mp3,https://s3.amazonaws.com/cccg-media/videos/sermon/2020/20200816.mp4,https://www.youtube.com/embed/apW5bi6XzRw,約翰福音 1：35 - 43
